"Activity","Subject","Time.domain.Body.linear.acceleration.Mean.X.axis","Time.domain.Body.linear.acceleration.Mean.Y.axis","Time.domain.Body.linear.acceleration.Mean.Z.axis","Time.domain.Body.linear.acceleration.Standard.deviation.X.axis","Time.domain.Body.linear.acceleration.Standard.deviation.Y.axis","Time.domain.Body.linear.acceleration.Standard.deviation.Z.axis","Time.domain.Gravity.linear.acceleration.Mean.X.axis","Time.domain.Gravity.linear.acceleration.Mean.Y.axis","Time.domain.Gravity.linear.acceleration.Mean.Z.axis","Time.domain.Gravity.linear.acceleration.Standard.deviation.X.axis","Time.domain.Gravity.linear.acceleration.Standard.deviation.Y.axis","Time.domain.Gravity.linear.acceleration.Standard.deviation.Z.axis","Time.domain.Body.linear.acceleration.Jerk.Mean.X.axis","Time.domain.Body.linear.acceleration.Jerk.Mean.Y.axis","Time.domain.Body.linear.acceleration.Jerk.Mean.Z.axis","Time.domain.Body.linear.acceleration.Jerk.Standard.deviation.X.axis","Time.domain.Body.linear.acceleration.Jerk.Standard.deviation.Y.axis","Time.domain.Body.linear.acceleration.Jerk.Standard.deviation.Z.axis","Time.domain.Body.Gyroscope.Mean.X.axis","Time.domain.Body.Gyroscope.Mean.Y.axis","Time.domain.Body.Gyroscope.Mean.Z.axis","Time.domain.Body.Gyroscope.Standard.deviation.X.axis","Time.domain.Body.Gyroscope.Standard.deviation.Y.axis","Time.domain.Body.Gyroscope.Standard.deviation.Z.axis","Time.domain.Body.Gyroscope.Jerk.Mean.X.axis","Time.domain.Body.Gyroscope.Jerk.Mean.Y.axis","Time.domain.Body.Gyroscope.Jerk.Mean.Z.axis","Time.domain.Body.Gyroscope.Jerk.Standard.deviation.X.axis","Time.domain.Body.Gyroscope.Jerk.Standard.deviation.Y.axis","Time.domain.Body.Gyroscope.Jerk.Standard.deviation.Z.axis","Time.domain.Body.linear.acceleration.Euclidean.norm.Magnitude.Mean","Time.domain.Body.linear.acceleration.Euclidean.norm.Magnitude.Standard.deviation","Time.domain.Gravity.linear.acceleration.Euclidean.norm.Magnitude.Mean","Time.domain.Gravity.linear.acceleration.Euclidean.norm.Magnitude.Standard.deviation","Time.domain.Body.linear.acceleration.Jerk.Euclidean.norm.Magnitude.Mean","Time.domain.Body.linear.acceleration.Jerk.Euclidean.norm.Magnitude.Standard.deviation","Time.domain.Body.Gyroscope.Euclidean.norm.Magnitude.Mean","Time.domain.Body.Gyroscope.Euclidean.norm.Magnitude.Standard.deviation","Time.domain.Body.Gyroscope.Jerk.Euclidean.norm.Magnitude.Mean","Time.domain.Body.Gyroscope.Jerk.Euclidean.norm.Magnitude.Standard.deviation","Fast.Fourier.Transformed.Body.linear.acceleration.Mean.X.axis","Fast.Fourier.Transformed.Body.linear.acceleration.Mean.Y.axis","Fast.Fourier.Transformed.Body.linear.acceleration.Mean.Z.axis","Fast.Fourier.Transformed.Body.linear.acceleration.Standard.deviation.X.axis","Fast.Fourier.Transformed.Body.linear.acceleration.Standard.deviation.Y.axis","Fast.Fourier.Transformed.Body.linear.acceleration.Standard.deviation.Z.axis","Fast.Fourier.Transformed.Body.linear.acceleration.Jerk.Mean.X.axis","Fast.Fourier.Transformed.Body.linear.acceleration.Jerk.Mean.Y.axis","Fast.Fourier.Transformed.Body.linear.acceleration.Jerk.Mean.Z.axis","Fast.Fourier.Transformed.Body.linear.acceleration.Jerk.Standard.deviation.X.axis","Fast.Fourier.Transformed.Body.linear.acceleration.Jerk.Standard.deviation.Y.axis","Fast.Fourier.Transformed.Body.linear.acceleration.Jerk.Standard.deviation.Z.axis","Fast.Fourier.Transformed.Body.Gyroscope.Mean.X.axis","Fast.Fourier.Transformed.Body.Gyroscope.Mean.Y.axis","Fast.Fourier.Transformed.Body.Gyroscope.Mean.Z.axis","Fast.Fourier.Transformed.Body.Gyroscope.Standard.deviation.X.axis","Fast.Fourier.Transformed.Body.Gyroscope.Standard.deviation.Y.axis","Fast.Fourier.Transformed.Body.Gyroscope.Standard.deviation.Z.axis","Fast.Fourier.Transformed.Body.linear.acceleration.Euclidean.norm.Magnitude.Mean","Fast.Fourier.Transformed.Body.linear.acceleration.Euclidean.norm.Magnitude.Standard.deviation","Fast.Fourier.Transformed.Body.linear.acceleration.Jerk.Euclidean.norm.Magnitude.Mean","Fast.Fourier.Transformed.Body.linear.acceleration.Jerk.Euclidean.norm.Magnitude.Standard.deviation","Fast.Fourier.Transformed.Body.Gyroscope.Euclidean.norm.Magnitude.Mean","Fast.Fourier.Transformed.Body.Gyroscope.Euclidean.norm.Magnitude.Standard.deviation","Fast.Fourier.Transformed.Body.Gyroscope.Jerk.Euclidean.norm.Magnitude.Mean","Fast.Fourier.Transformed.Body.Gyroscope.Jerk.Euclidean.norm.Magnitude.Standard.deviation","Angle.of.Time.domain.Body.linear.acceleration.Mean.and.Gravity","Angle.of.Time.domain.Body.linear.acceleration.Jerk.Mean.and.Gravity.Mean","Angle.of.Time.domain.Body.Gyroscope.Mean.and.Gravity.Mean","Angle.of.Time.domain.Body.Gyroscope.Jerk.Mean.and.Gravity.Mean","Angle.of.X.axis.and.Gravity.Mean","Angle.of.Y.axis.and.Gravity.Mean","Angle.of.Z.axis.and.Gravity.Mean"
"SITTING",2,0.27815992,-0.0076678258,-0.09927102,-0.99697493,-0.96211178,-0.987355,0.95792518,-0.12454962,0.16376124,-0.998006,-0.98845697,-0.9901987,0.07369633,0.0094546512,0.0058232317,-0.9950484,-0.98639555,-0.9912641,-0.022931403,-0.07347,0.078673144,-0.99632265,-0.9842731,-0.95701458,-0.097484223,-0.043075149,-0.056642047,-0.99567836,-0.99662006,-0.98807403,-0.98452293,-0.97430484,-0.98452293,-0.97430484,-0.99209242,-0.99408178,-0.98142234,-0.97133319,-0.99558278,-0.99481506,-0.99593464,-0.97582987,-0.98874515,-0.99749998,-0.95736278,-0.98653159,-0.99487962,-0.98722055,-0.99101005,-0.99570456,-0.98628303,-0.98986799,-0.99502067,-0.98965884,-0.97007429,-0.99670606,-0.98153076,-0.95702228,-0.98361921,-0.97224027,-0.99357323,-0.99353992,-0.98358715,-0.96894977,-0.99488497,-0.99465498,9.3816761e-05,0.2016884,-0.50690405,-0.18385491,-0.81630166,0.16876519,-0.092503207
"SITTING",2,0.27664638,-0.0049748937,-0.104754,-0.99726953,-0.96546147,-0.98114499,0.95832834,-0.11858919,0.16680067,-0.99939896,-0.97259765,-0.98544416,0.075933689,0.014606303,-0.0051785599,-0.99392769,-0.97607626,-0.99182512,-0.025679464,-0.079004412,0.083575679,-0.99393599,-0.98238404,-0.95464749,-0.10158671,-0.046062898,-0.025882513,-0.99040851,-0.99414667,-0.98506173,-0.98197129,-0.97653588,-0.98197129,-0.97653588,-0.98891135,-0.99043645,-0.9786125,-0.97314542,-0.99205801,-0.99310443,-0.99610705,-0.96857414,-0.98706746,-0.99789503,-0.96493071,-0.97824075,-0.99393513,-0.97480791,-0.98993092,-0.99445018,-0.97957803,-0.99232967,-0.99029546,-0.98548212,-0.95473188,-0.99522313,-0.98065277,-0.95858189,-0.98228846,-0.97579019,-0.98969985,-0.9901583,-0.98190869,-0.9720847,-0.9932283,-0.99297004,0.068592249,0.10442887,-0.44307864,-0.0017227258,-0.81710909,0.1646853,-0.094625396
"SITTING",2,0.28540286,0.002355779,-0.16984868,-0.95371281,-0.86194417,-0.78706775,0.97078586,-0.14664468,0.070036345,-0.91948606,-0.85676875,-0.74690999,0.056061067,0.090742267,0.11850025,-0.95368813,-0.94604718,-0.97086316,-0.2445337,0.051893002,-0.41735088,-0.9329845,-0.95320268,-0.84072691,-0.059146721,-0.028476505,0.049935806,-0.9724896,-0.98051923,-0.9674775,-0.87722004,-0.83813635,-0.87722004,-0.83813635,-0.95780326,-0.95308411,-0.66865683,-0.82391109,-0.97639756,-0.97993471,-0.95107745,-0.88078397,-0.8586826,-0.95465216,-0.86037139,-0.76841627,-0.95315437,-0.94395079,-0.96500137,-0.95855696,-0.95282949,-0.9757051,-0.93106212,-0.96373167,-0.83968795,-0.93409972,-0.94784815,-0.85544588,-0.86276586,-0.84956542,-0.95078436,-0.95507082,-0.87646103,-0.82222822,-0.97996582,-0.98086373,0.032199071,0.16256554,0.5466149,-0.36666178,-0.86162564,0.18373087,-0.026895472
"SITTING",2,0.27505303,-0.024059404,-0.10589705,-0.99525842,-0.97190867,-0.98360641,0.95841903,-0.1158856,0.1660208,-0.99888949,-0.98042137,-0.99596864,0.074694506,0.01564664,0.013952444,-0.99061035,-0.98198548,-0.99141782,-0.025511187,-0.071503399,0.091317208,-0.99623625,-0.98402467,-0.97392163,-0.097799765,-0.041339249,-0.061549315,-0.99416578,-0.99433016,-0.98593569,-0.98590459,-0.98664528,-0.98590459,-0.98664528,-0.98944283,-0.99158858,-0.98495388,-0.98409151,-0.99301191,-0.9946828,-0.99342611,-0.97558322,-0.98426827,-0.99621617,-0.97070587,-0.98356415,-0.99073306,-0.9816001,-0.98866345,-0.99128756,-0.98380222,-0.99303145,-0.99429866,-0.98894119,-0.97352082,-0.99688494,-0.98146948,-0.97627638,-0.98693338,-0.98747473,-0.9897813,-0.99345738,-0.98667306,-0.9847835,-0.99398753,-0.99582809,0.014048076,0.011458416,-0.50472445,0.015917332,-0.81914,0.16286024,-0.094111326
"SITTING",2,0.27486428,-0.01561837,-0.097528302,-0.99623776,-0.98664644,-0.989707,0.95761533,-0.11965332,0.16733906,-0.99595146,-0.99389772,-0.98683224,0.075529732,0.020093856,0.011850313,-0.99227354,-0.98618217,-0.98957602,-0.028197612,-0.072492716,0.081141936,-0.9966929,-0.98831115,-0.98393993,-0.097361152,-0.045318417,-0.050056318,-0.99552817,-0.99582541,-0.99134481,-0.99193129,-0.99193657,-0.99193129,-0.99193657,-0.99056259,-0.9918432,-0.99004857,-0.9894614,-0.995537,-0.9963504,-0.99499786,-0.98434635,-0.98871071,-0.99685543,-0.98775314,-0.9903338,-0.99254583,-0.9861712,-0.98789193,-0.99261238,-0.98717886,-0.98977159,-0.99534259,-0.99072003,-0.98451264,-0.99710892,-0.98692611,-0.98503885,-0.99094948,-0.99300967,-0.9910336,-0.99176709,-0.99115097,-0.98984191,-0.9959979,-0.99673267,0.0199481,-0.01066613,0.25355942,-0.21101539,-0.81603304,0.16543267,-0.095038291
"SITTING",2,0.27724091,-0.01767369,-0.12039377,-0.99512799,-0.9871038,-0.98904192,0.97291478,-0.14172722,0.0453806,-0.99880018,-0.98854617,-0.97180417,0.075848405,0.03363227,-0.00046564644,-0.98752889,-0.98612875,-0.9900962,-0.029355164,-0.077127117,0.089804957,-0.98336831,-0.98930227,-0.97755762,-0.086298193,-0.041153213,-0.031678018,-0.99508865,-0.9931168,-0.98345132,-0.99140977,-0.99004513,-0.99140977,-0.99004513,-0.98918771,-0.98984237,-0.98258066,-0.98471783,-0.99239408,-0.99234138,-0.99266317,-0.98292608,-0.98808237,-0.99652813,-0.98949055,-0.98969272,-0.98760351,-0.98560451,-0.98659429,-0.9885433,-0.98784863,-0.99266882,-0.98136658,-0.9897405,-0.97153173,-0.98395639,-0.98900477,-0.98195203,-0.98838421,-0.99189473,-0.9886048,-0.99033644,-0.98938695,-0.98406908,-0.99218812,-0.99267052,0.036109353,0.082210431,0.38994961,-0.47598235,-0.87512052,0.18039514,-0.0097746881
"SITTING",2,0.27925474,-0.012044574,-0.11526539,-0.98482887,-0.96879944,-0.96316567,0.97305475,-0.14153892,0.04091304,-0.9997964,-0.98926855,-0.99196828,0.065939902,0.015001399,-0.0011348123,-0.97442851,-0.97658469,-0.97887286,-0.015577629,-0.081883642,0.11290142,-0.98529386,-0.96188178,-0.96851285,-0.10223895,-0.034024279,-0.066284827,-0.98168542,-0.98320452,-0.97033997,-0.97881153,-0.96695181,-0.97881153,-0.96695181,-0.97656492,-0.97784271,-0.96659584,-0.96333912,-0.98248196,-0.98013625,-0.98089376,-0.96885883,-0.9657584,-0.9866714,-0.96964096,-0.96359496,-0.97542342,-0.97715451,-0.97342075,-0.97555959,-0.97751286,-0.9835313,-0.97888454,-0.96675823,-0.96252787,-0.98737728,-0.95926363,-0.97356488,-0.97006626,-0.96910415,-0.97730678,-0.97709254,-0.97193036,-0.96380576,-0.98193814,-0.97878334,0.01592306,0.91861539,-0.54479933,0.31159958,-0.87653614,0.18027308,-0.0066738552
"SITTING",2,0.27047249,-0.0089373643,-0.095150167,-0.98563184,-0.91172769,-0.94366406,0.97523081,-0.14167883,0.04680685,-0.9759878,-0.9309246,-0.95667189,0.078423432,-0.029601453,0.006568441,-0.9774202,-0.98297468,-0.98773552,-0.14713738,0.0087484106,-0.16525629,-0.93954559,-0.95370477,-0.85682435,-0.058538154,-0.056981822,0.02175631,-0.99074421,-0.98975456,-0.98532363,-0.95395093,-0.94777267,-0.95395093,-0.94777267,-0.98480154,-0.97888194,-0.82576638,-0.8285661,-0.99015082,-0.98935188,-0.98199076,-0.94812629,-0.97178285,-0.98732723,-0.90128041,-0.93388145,-0.97687083,-0.98155965,-0.98470343,-0.98014564,-0.98624429,-0.98955748,-0.93442571,-0.96751053,-0.87664913,-0.94139602,-0.94698234,-0.8637027,-0.9682697,-0.94510476,-0.9792592,-0.97638209,-0.88877193,-0.8228991,-0.99018192,-0.98855822,0.19208578,-0.13361737,0.56130488,-0.47839569,-0.87494844,0.18022531,-0.010719026
"SITTING",2,0.28022445,-0.028037933,-0.12428498,-0.99664261,-0.9761271,-0.98747869,0.97188567,-0.13578742,0.050809506,-0.99583498,-0.97340841,-0.97859934,0.082323028,0.0094048744,-0.016392014,-0.99289105,-0.98862958,-0.99372502,-0.071616512,-0.057229845,0.016180468,-0.95964544,-0.98873638,-0.94393931,-0.068334522,-0.046884861,-0.020184879,-0.99637572,-0.99416146,-0.98987307,-0.98179163,-0.98638468,-0.98179163,-0.98638468,-0.9934728,-0.99399259,-0.94355237,-0.92047855,-0.99428762,-0.99517906,-0.99509555,-0.98269067,-0.9881737,-0.997494,-0.97341005,-0.98709646,-0.99290684,-0.9873042,-0.99214583,-0.99349505,-0.99140218,-0.993899,-0.9539138,-0.98951392,-0.94798015,-0.96146897,-0.98823584,-0.94755986,-0.98955812,-0.98545405,-0.99401821,-0.99201124,-0.95014613,-0.91678415,-0.99508007,-0.99526122,-0.073401518,-0.36783784,0.64998269,-0.6423294,-0.87880243,0.17643031,-0.013582326
"SITTING",2,0.27981772,-0.010396061,-0.11320248,-0.98493079,-0.95923068,-0.96438621,0.97327809,-0.13761653,0.038872702,-0.99902909,-0.98490733,-0.98913861,0.07463448,-0.02744252,0.0079791098,-0.97657193,-0.97306215,-0.98131878,-0.016789285,-0.080774312,0.12788896,-0.98366942,-0.95989187,-0.95371276,-0.10379423,-0.040720764,-0.048389537,-0.97966344,-0.98176957,-0.96994518,-0.97556248,-0.96792516,-0.97556248,-0.96792516,-0.9776169,-0.97886575,-0.95753906,-0.96840018,-0.97948948,-0.98272116,-0.98349178,-0.95617248,-0.96851488,-0.98543618,-0.96246688,-0.96380495,-0.9786664,-0.97317152,-0.97660686,-0.97629487,-0.97484985,-0.98508327,-0.97652652,-0.96593976,-0.95336416,-0.98599628,-0.95667916,-0.95788536,-0.97162213,-0.96958959,-0.97853472,-0.97778478,-0.97140559,-0.97149538,-0.98196836,-0.98465453,0.0065907843,-0.042143492,-0.37492733,0.58931782,-0.88076754,0.17762187,-0.0052651324
"STANDING",1,0.27622817,-0.021441302,-0.10820234,-0.99824595,-0.98721376,-0.99272659,0.96925328,-0.15006376,0.082931213,-0.99812719,-0.99482045,-0.99230114,0.076084514,-0.0023115579,-0.0076736296,-0.99817933,-0.98978834,-0.98953173,-0.031173158,-0.074666711,0.091577535,-0.99416933,-0.99556652,-0.99579097,-0.094207555,-0.040316155,-0.057682038,-0.99571697,-0.9975568,-0.99655031,-0.99477563,-0.99611776,-0.99477563,-0.99611776,-0.99279492,-0.99527144,-0.99428671,-0.99563374,-0.99776102,-0.99781536,-0.99823935,-0.98491607,-0.9916394,-0.99818143,-0.98828445,-0.99319699,-0.99819157,-0.98967537,-0.98895116,-0.99831707,-0.9906675,-0.98847204,-0.99258395,-0.99621833,-0.99512791,-0.99461526,-0.99509504,-0.99637239,-0.9951378,-0.99671395,-0.99472936,-0.99480169,-0.99650333,-0.99552256,-0.99765225,-0.99787507,0.0017609637,-0.065980273,0.57886112,-0.65194513,-0.8527234,0.18605036,-0.035852089
"STANDING",1,0.28858451,-0.020294171,-0.13290514,-0.9952786,-0.98311061,-0.91352645,0.96339614,-0.14083968,0.11537494,-0.98524969,-0.98170843,-0.87762497,0.077996345,0.0050008031,-0.067830808,-0.99351906,-0.98835999,-0.99357497,-0.0061008489,-0.031364791,0.1077254,-0.98531027,-0.97662344,-0.99220528,-0.0991674,-0.055517369,-0.061985797,-0.99211067,-0.99251927,-0.99205528,-0.95943388,-0.9505515,-0.95943388,-0.9505515,-0.99330586,-0.99433641,-0.96895908,-0.96433518,-0.99424782,-0.99136761,-0.99478319,-0.9829841,-0.93926865,-0.99542175,-0.98313297,-0.90616498,-0.99233245,-0.98716991,-0.98969609,-0.99582068,-0.99093631,-0.99705167,-0.98657442,-0.98176153,-0.98951478,-0.98503264,-0.97388607,-0.99403493,-0.95215466,-0.95613397,-0.99372565,-0.99375495,-0.98013485,-0.96130944,-0.99199044,-0.99069746,-0.11275434,0.030400372,-0.46476139,-0.018445884,-0.84124676,0.17994061,-0.058626924
"STANDING",1,0.27841883,-0.016410568,-0.12352019,-0.99824528,-0.97530022,-0.96032199,0.96656113,-0.14155127,0.10937881,-0.99741134,-0.98944741,-0.93163868,0.074006709,0.0057711041,0.029376633,-0.99554814,-0.98106363,-0.9918457,-0.01611162,-0.083893777,0.10058429,-0.98311996,-0.9890458,-0.98912123,-0.11050283,-0.044818731,-0.059242822,-0.98987256,-0.9972926,-0.993851,-0.97928915,-0.97605707,-0.97928915,-0.97605707,-0.99125349,-0.99169441,-0.98068314,-0.98375419,-0.9951232,-0.99610164,-0.99745072,-0.97685173,-0.97352267,-0.99868026,-0.97492981,-0.95543811,-0.99503222,-0.98131147,-0.98973975,-0.99665235,-0.98208394,-0.99262682,-0.97738671,-0.99253003,-0.98960578,-0.98490434,-0.98716807,-0.98978468,-0.98085662,-0.97586576,-0.99033549,-0.99196029,-0.98829555,-0.98332192,-0.99585386,-0.99639947,0.053476955,-0.0074345661,-0.73262621,0.70351059,-0.8447876,0.18028889,-0.054316717
"STANDING",1,0.27965306,-0.019467156,-0.11346169,-0.99537956,-0.96718701,-0.97894396,0.9668781,-0.14200984,0.10188392,-0.99957395,-0.99286582,-0.99291723,0.073635962,0.0031040366,-0.0090456308,-0.99074281,-0.98095561,-0.98968664,-0.031698294,-0.10233542,0.096126876,-0.97629211,-0.99355182,-0.98637871,-0.10848567,-0.042410306,-0.055828829,-0.98846185,-0.99563214,-0.99153184,-0.98370313,-0.98801962,-0.98370313,-0.98801962,-0.98853127,-0.9903969,-0.97631707,-0.98605146,-0.99340322,-0.99509104,-0.99359409,-0.97251146,-0.98330396,-0.99631281,-0.96550593,-0.97704932,-0.9909937,-0.98164225,-0.98756628,-0.9912488,-0.98141476,-0.9904159,-0.97543322,-0.99371467,-0.9867557,-0.97664224,-0.99339895,-0.98732821,-0.98779477,-0.98901548,-0.98928007,-0.99086668,-0.98925477,-0.98602772,-0.9950305,-0.99512739,-0.11855926,0.17789948,0.10069921,0.80852908,-0.84893347,0.18063731,-0.049117815
"STANDING",1,0.278457,-0.020414761,-0.11273172,-0.99913488,-0.98468004,-0.99627424,0.9689963,-0.1523621,0.083150803,-0.99915165,-0.98730738,-0.99361292,0.077102002,0.017027167,-0.00098523943,-0.99919161,-0.99013839,-0.99282486,-0.029168611,-0.075944066,0.086183519,-0.99544544,-0.9971092,-0.99586602,-0.098994495,-0.040496948,-0.054137882,-0.99602372,-0.99888814,-0.99789314,-0.99532501,-0.99656707,-0.99532501,-0.99656707,-0.99486033,-0.9971272,-0.99630809,-0.99738797,-0.99860153,-0.99915139,-0.99937732,-0.98715877,-0.99581923,-0.99895036,-0.98325916,-0.9960017,-0.99953805,-0.98974889,-0.99267475,-0.99880527,-0.99138489,-0.99132934,-0.99448722,-0.99805671,-0.99645488,-0.99568481,-0.99646211,-0.99589308,-0.99595367,-0.99678792,-0.99681887,-0.99631669,-0.99790693,-0.99725026,-0.99904671,-0.99905917,-0.077551723,-0.10122189,0.63908399,0.76548488,-0.85065446,0.18761054,-0.035997955
"STANDING",1,0.27717497,-0.014712802,-0.10675647,-0.99918834,-0.99052638,-0.99336501,0.96904398,-0.15414125,0.081819604,-0.99957758,-0.99425118,-0.99511053,0.07761238,0.019489223,0.015207683,-0.99698535,-0.99236956,-0.9930363,-0.027087093,-0.071831343,0.083622237,-0.99761834,-0.99760953,-0.99617388,-0.10048744,-0.042113616,-0.053738021,-0.99751236,-0.99826836,-0.99637756,-0.99670013,-0.9983924,-0.99670013,-0.9983924,-0.99536254,-0.99600058,-0.99767246,-0.99841465,-0.99833451,-0.99915859,-0.99881956,-0.98880768,-0.99182892,-0.99938998,-0.9910295,-0.9941392,-0.99749097,-0.9920277,-0.99290396,-0.9966091,-0.99339182,-0.99152305,-0.99630863,-0.997468,-0.99577517,-0.99806499,-0.99764892,-0.99660307,-0.99775726,-0.99848118,-0.99553335,-0.99545097,-0.99856385,-0.99842929,-0.999028,-0.99905443,0.10562047,-0.090277545,-0.1324028,0.49881419,-0.84977267,0.1888122,-0.035063399
"STANDING",1,0.28058569,-0.0099602983,-0.10606516,-0.99480344,-0.9727584,-0.98624387,0.96841804,-0.15630201,0.08087447,-0.99736219,-0.99050162,-0.99674235,0.076369318,0.012518906,0.0030843751,-0.99115561,-0.9692003,-0.98861504,-0.0234154,-0.070925683,0.078975843,-0.98493784,-0.98730376,-0.98084404,-0.098429383,-0.043540216,-0.048562914,-0.98391251,-0.99307848,-0.98439956,-0.98677197,-0.98670243,-0.98677197,-0.98670243,-0.98538815,-0.98364308,-0.98452436,-0.98026379,-0.98979927,-0.9907352,-0.99351933,-0.97031864,-0.98609566,-0.99538845,-0.97479378,-0.98653557,-0.99153425,-0.97084854,-0.98677551,-0.99146811,-0.96931831,-0.98897477,-0.98177767,-0.98800114,-0.97745298,-0.98586913,-0.9868624,-0.98378763,-0.98499403,-0.98902313,-0.98231683,-0.98405698,-0.98478793,-0.98038779,-0.99098121,-0.99059941,-0.020589646,-0.12773018,-0.48287054,-0.070670135,-0.84829438,0.19031033,-0.034417291
"STANDING",1,0.27688027,-0.012721805,-0.10343832,-0.99481511,-0.97307692,-0.98535702,0.96920266,-0.15236144,0.081258077,-0.99726455,-0.98648794,-0.99469268,0.07139686,0.016842441,0.0010303821,-0.99123356,-0.97326434,-0.98501751,-0.024708255,-0.068884585,0.085481775,-0.98466387,-0.98821559,-0.98090404,-0.099442952,-0.032515146,-0.045512651,-0.98591085,-0.99371782,-0.98476218,-0.98804033,-0.98590171,-0.98804033,-0.98590171,-0.98441139,-0.98602515,-0.9852507,-0.98024776,-0.99126117,-0.99034063,-0.99288633,-0.970608,-0.98367242,-0.99581075,-0.97510993,-0.98683043,-0.99098572,-0.97345576,-0.9817322,-0.99233125,-0.97492899,-0.98706537,-0.98191251,-0.98782272,-0.97727189,-0.9854689,-0.98846395,-0.98394887,-0.98569656,-0.98718871,-0.98476304,-0.98661714,-0.98345836,-0.98117839,-0.99131428,-0.9892975,0.080699469,0.59579055,-0.47580245,0.11593062,-0.85156175,0.18760932,-0.034681168
"STANDING",1,0.28171549,-0.011910678,-0.10287513,-0.99853388,-0.98848901,-0.99318367,0.9532188,-0.2650432,-0.013126421,-0.99749379,-0.99145541,-0.99475932,0.074924981,0.0099539071,0.00068788567,-0.99683571,-0.98672319,-0.99262375,-0.024960701,-0.071607144,0.080856127,-0.99624819,-0.99767145,-0.99406934,-0.096984078,-0.040981257,-0.056018736,-0.99692766,-0.99810702,-0.99400441,-0.99419344,-0.99494985,-0.99419344,-0.99494985,-0.99333286,-0.9952337,-0.99569879,-0.99735309,-0.99740976,-0.99890363,-0.99865677,-0.98672372,-0.99260252,-0.99840255,-0.98914555,-0.9932395,-0.99694736,-0.98576146,-0.9908238,-0.99695721,-0.98905174,-0.99304129,-0.99512261,-0.99756262,-0.99341683,-0.99656089,-0.9976868,-0.99477065,-0.99427863,-0.99537148,-0.99444815,-0.99520624,-0.99721689,-0.99782288,-0.99873615,-0.99886745,-0.02144554,0.33700987,-0.43668499,-0.62292202,-0.75897692,0.26422361,0.030743151
"STANDING",1,0.27899267,-0.014531029,-0.10659617,-0.99805969,-0.98606983,-0.99342424,0.95419361,-0.26194319,-0.011180786,-0.99796817,-0.98848774,-0.99047056,0.074219489,0.0044872377,0.0069293456,-0.99605338,-0.98671816,-0.99156012,-0.027372739,-0.0753043,0.088552726,-0.9935398,-0.99742925,-0.99505457,-0.097154466,-0.039321883,-0.051857918,-0.99574247,-0.99798917,-0.99445348,-0.9957494,-0.99441625,-0.9957494,-0.99441625,-0.99251624,-0.99485866,-0.99526631,-0.99616702,-0.99717187,-0.99868261,-0.99747202,-0.9852728,-0.99227953,-0.99834409,-0.98628632,-0.9938875,-0.99654528,-0.98709855,-0.9903284,-0.99577968,-0.98715184,-0.99126017,-0.99272051,-0.99733625,-0.99325176,-0.99372716,-0.9974327,-0.99626738,-0.99363919,-0.99500518,-0.99439824,-0.99426938,-0.99674532,-0.99619603,-0.99838463,-0.99900752,0.025651991,0.066502648,-0.22631551,-0.22535799,-0.76219671,0.26209013,0.029403668
"STANDING",1,0.27573444,-0.01801884,-0.10677578,-0.99925496,-0.99366888,-0.9941888,0.95458893,-0.26049928,-0.0099594009,-0.99900508,-0.99730066,-0.99773765,0.073460968,0.01837229,0.001436324,-0.99656406,-0.98927805,-0.99108795,-0.030529617,-0.074705186,0.089415593,-0.99433322,-0.99747657,-0.9967981,-0.10226052,-0.040127012,-0.052669203,-0.99543855,-0.99754026,-0.99537407,-0.9985525,-0.99776154,-0.9985525,-0.99776154,-0.99338553,-0.99456104,-0.99582615,-0.99579462,-0.99717422,-0.9982994,-0.99898187,-0.98994616,-0.99251428,-0.99939524,-0.99547014,-0.99502186,-0.99736314,-0.98910225,-0.98919841,-0.99589031,-0.99028132,-0.99157098,-0.99206061,-0.99732034,-0.99534292,-0.99504265,-0.99752732,-0.99774839,-0.99638609,-0.99864097,-0.99322754,-0.99555244,-0.99660807,-0.99570376,-0.99796927,-0.99865929,0.23106031,0.42928253,0.68115429,0.81522562,-0.76370208,0.26110336,0.028562963
"STANDING",1,0.29794572,0.027093908,-0.061668123,-0.98864079,-0.8166986,-0.90190653,0.94489486,-0.29262334,-0.021435523,-0.9640453,-0.81461226,-0.86787383,0.066656163,-0.068367084,-0.033607601,-0.99027112,-0.98429137,-0.99104766,-0.010548201,0.15705425,-0.17452147,-0.97753165,-0.94186755,-0.91159041,-0.084175874,-0.080866451,0.0075315612,-0.98467008,-0.99282912,-0.98983733,-0.90458778,-0.83989567,-0.90458778,-0.83989567,-0.99047837,-0.98912684,-0.84050608,-0.882544,-0.99144905,-0.98971134,-0.98933967,-0.88341385,-0.95494861,-0.98817595,-0.79942945,-0.88547351,-0.98924824,-0.98354471,-0.98933823,-0.9925346,-0.98646367,-0.99130793,-0.97246478,-0.95036887,-0.91031729,-0.97906665,-0.93741192,-0.91991214,-0.90383853,-0.83625317,-0.98902608,-0.98780475,-0.91104074,-0.88447314,-0.99024194,-0.98927719,0.062296619,-0.05871932,0.031207971,-0.26879133,-0.73093729,0.28315855,0.036443909
